node_id,x,y,status,species_id
1,0.0,0.0,available,
2,3.2,0.0,available,
3,6.4,0.0,available,
4,9.600000000000001,0.0,available,
5,12.8,0.0,available,
6,16.0,0.0,available,
7,19.200000000000003,0.0,available,
8,22.400000000000002,0.0,available,
9,25.6,0.0,available,
10,28.8,0.0,available,
11,32.0,0.0,available,
12,35.2,0.0,available,
13,1.6,2.7712812921102037,available,
14,4.800000000000001,2.7712812921102037,available,
15,8.0,2.7712812921102037,available,
16,11.200000000000001,2.7712812921102037,available,
17,14.4,2.7712812921102037,existing,OP_ENG
18,17.6,2.7712812921102037,available,
19,20.800000000000004,2.7712812921102037,existing,OP_CAN
20,24.000000000000004,2.7712812921102037,available,
21,27.200000000000003,2.7712812921102037,available,
22,30.400000000000002,2.7712812921102037,available,
23,33.6,2.7712812921102037,existing,AG_SAL
24,36.800000000000004,2.7712812921102037,available,
25,0.0,5.542562584220407,available,
26,3.2,5.542562584220407,available,
27,6.4,5.542562584220407,available,
28,9.600000000000001,5.542562584220407,available,
29,12.8,5.542562584220407,available,
30,16.0,5.542562584220407,available,
31,19.200000000000003,5.542562584220407,available,
32,22.400000000000002,5.542562584220407,available,
33,25.6,5.542562584220407,existing,OP_ROB
34,28.8,5.542562584220407,available,
35,32.0,5.542562584220407,existing,YU_FIL
36,35.2,5.542562584220407,available,
37,1.6,8.313843876330612,existing,OP_ROB
38,4.800000000000001,8.313843876330612,available,
39,8.0,8.313843876330612,available,
40,11.200000000000001,8.313843876330612,available,
41,14.4,8.313843876330612,available,
42,17.6,8.313843876330612,available,
43,20.800000000000004,8.313843876330612,available,
44,24.000000000000004,8.313843876330612,available,
45,27.200000000000003,8.313843876330612,available,
46,30.400000000000002,8.313843876330612,available,
47,33.6,8.313843876330612,available,
48,36.800000000000004,8.313843876330612,available,
49,0.0,11.085125168440815,available,
50,3.2,11.085125168440815,available,
51,6.4,11.085125168440815,available,
52,9.600000000000001,11.085125168440815,available,
53,12.8,11.085125168440815,available,
54,16.0,11.085125168440815,available,
55,19.200000000000003,11.085125168440815,available,
56,22.400000000000002,11.085125168440815,available,
57,25.6,11.085125168440815,available,
58,28.8,11.085125168440815,available,
59,32.0,11.085125168440815,available,
60,35.2,11.085125168440815,available,
61,1.6,13.856406460551018,existing,OP_ROB
62,4.800000000000001,13.856406460551018,existing,OP_ROB
63,8.0,13.856406460551018,available,
64,11.200000000000001,13.856406460551018,available,
65,14.4,13.856406460551018,available,
66,17.6,13.856406460551018,available,
67,20.800000000000004,13.856406460551018,available,
68,24.000000000000004,13.856406460551018,available,
69,27.200000000000003,13.856406460551018,available,
70,30.400000000000002,13.856406460551018,available,
71,33.6,13.856406460551018,available,
72,36.800000000000004,13.856406460551018,available,
73,0.0,16.627687752661224,available,
74,3.2,16.627687752661224,available,
75,6.4,16.627687752661224,available,
76,9.600000000000001,16.627687752661224,available,
77,12.8,16.627687752661224,available,
78,16.0,16.627687752661224,available,
79,19.200000000000003,16.627687752661224,available,
80,22.400000000000002,16.627687752661224,available,
81,25.6,16.627687752661224,available,
82,28.8,16.627687752661224,available,
83,32.0,16.627687752661224,available,
84,35.2,16.627687752661224,available,
85,1.6,19.398969044771427,available,
86,4.800000000000001,19.398969044771427,available,
87,8.0,19.398969044771427,available,
88,11.200000000000001,19.398969044771427,existing,AG_STR
89,14.4,19.398969044771427,available,
90,17.6,19.398969044771427,available,
91,20.800000000000004,19.398969044771427,available,
92,24.000000000000004,19.398969044771427,available,
93,27.200000000000003,19.398969044771427,available,
94,30.400000000000002,19.398969044771427,available,
95,33.6,19.398969044771427,available,
96,36.800000000000004,19.398969044771427,available,
97,0.0,22.17025033688163,existing,AG_SAL
98,3.2,22.17025033688163,existing,OP_CAN
99,6.4,22.17025033688163,available,
100,9.600000000000001,22.17025033688163,available,
101,12.8,22.17025033688163,available,
102,16.0,22.17025033688163,available,
103,19.200000000000003,22.17025033688163,available,
104,22.400000000000002,22.17025033688163,available,
105,25.6,22.17025033688163,existing,AG_STR
106,28.8,22.17025033688163,available,
107,32.0,22.17025033688163,available,
108,35.2,22.17025033688163,available,
109,1.6,24.941531628991832,available,
110,4.800000000000001,24.941531628991832,available,
111,8.0,24.941531628991832,existing,AG_SAL
112,11.200000000000001,24.941531628991832,existing,AG_STR
113,14.4,24.941531628991832,available,
114,17.6,24.941531628991832,available,
115,20.800000000000004,24.941531628991832,available,
116,24.000000000000004,24.941531628991832,available,
117,27.200000000000003,24.941531628991832,available,
118,30.400000000000002,24.941531628991832,available,
119,33.6,24.941531628991832,available,
120,36.800000000000004,24.941531628991832,available,
121,0.0,27.712812921102035,available,
122,3.2,27.712812921102035,available,
123,6.4,27.712812921102035,available,
124,9.600000000000001,27.712812921102035,available,
125,12.8,27.712812921102035,available,
126,16.0,27.712812921102035,available,
127,19.200000000000003,27.712812921102035,existing,OP_ENG
128,22.400000000000002,27.712812921102035,available,
129,25.6,27.712812921102035,available,
130,28.8,27.712812921102035,available,
131,32.0,27.712812921102035,available,
132,35.2,27.712812921102035,available,
133,1.6,30.48409421321224,available,
134,4.800000000000001,30.48409421321224,available,
135,8.0,30.48409421321224,available,
136,11.200000000000001,30.48409421321224,available,
137,14.4,30.48409421321224,available,
138,17.6,30.48409421321224,available,
139,20.800000000000004,30.48409421321224,available,
140,24.000000000000004,30.48409421321224,available,
141,27.200000000000003,30.48409421321224,available,
142,30.400000000000002,30.48409421321224,existing,AG_STR
143,33.6,30.48409421321224,available,
144,36.800000000000004,30.48409421321224,available,
