node_id,x,y,status,species_id
1,0.0,0.0,available,
2,3.2,0.0,available,
3,6.4,0.0,available,
4,9.600000000000001,0.0,available,
5,12.8,0.0,available,
6,16.0,0.0,available,
7,19.200000000000003,0.0,available,
8,22.400000000000002,0.0,available,
9,25.6,0.0,available,
10,28.8,0.0,available,
11,32.0,0.0,available,
12,35.2,0.0,available,
13,38.400000000000006,0.0,available,
14,41.6,0.0,available,
15,44.800000000000004,0.0,available,
16,48.0,0.0,existing,AG_SAL
17,51.2,0.0,existing,AG_SAL
18,54.400000000000006,0.0,available,
19,57.6,0.0,existing,PR_LAE
20,60.800000000000004,0.0,available,
21,64.0,0.0,available,
22,67.2,0.0,available,
23,70.4,0.0,available,
24,73.60000000000001,0.0,available,
25,76.80000000000001,0.0,available,
26,1.6,2.7712812921102037,available,
27,4.800000000000001,2.7712812921102037,available,
28,8.0,2.7712812921102037,available,
29,11.200000000000001,2.7712812921102037,available,
30,14.4,2.7712812921102037,available,
31,17.6,2.7712812921102037,available,
32,20.800000000000004,2.7712812921102037,existing,AG_SAL
33,24.000000000000004,2.7712812921102037,available,
34,27.200000000000003,2.7712812921102037,available,
35,30.400000000000002,2.7712812921102037,available,
36,33.6,2.7712812921102037,available,
37,36.800000000000004,2.7712812921102037,existing,OP_CAN
38,40.00000000000001,2.7712812921102037,available,
39,43.2,2.7712812921102037,available,
40,46.400000000000006,2.7712812921102037,available,
41,49.6,2.7712812921102037,available,
42,52.800000000000004,2.7712812921102037,available,
43,56.00000000000001,2.7712812921102037,available,
44,59.2,2.7712812921102037,available,
45,62.400000000000006,2.7712812921102037,available,
46,65.6,2.7712812921102037,available,
47,68.8,2.7712812921102037,available,
48,72.0,2.7712812921102037,available,
49,75.2,2.7712812921102037,available,
50,78.4,2.7712812921102037,available,
51,0.0,5.542562584220407,available,
52,3.2,5.542562584220407,existing,PR_LAE
53,6.4,5.542562584220407,available,
54,9.600000000000001,5.542562584220407,available,
55,12.8,5.542562584220407,available,
56,16.0,5.542562584220407,available,
57,19.200000000000003,5.542562584220407,available,
58,22.400000000000002,5.542562584220407,existing,OP_CAN
59,25.6,5.542562584220407,available,
60,28.8,5.542562584220407,available,
61,32.0,5.542562584220407,available,
62,35.2,5.542562584220407,available,
63,38.400000000000006,5.542562584220407,available,
64,41.6,5.542562584220407,available,
65,44.800000000000004,5.542562584220407,available,
66,48.0,5.542562584220407,available,
67,51.2,5.542562584220407,existing,OP_STR
68,54.400000000000006,5.542562584220407,existing,PR_LAE
69,57.6,5.542562584220407,available,
70,60.800000000000004,5.542562584220407,existing,AG_SAL
71,64.0,5.542562584220407,available,
72,67.2,5.542562584220407,available,
73,70.4,5.542562584220407,available,
74,73.60000000000001,5.542562584220407,available,
75,76.80000000000001,5.542562584220407,available,
76,1.6,8.313843876330612,available,
77,4.800000000000001,8.313843876330612,available,
78,8.0,8.313843876330612,existing,AG_SAL
79,11.200000000000001,8.313843876330612,existing,YU_FIL
80,14.4,8.313843876330612,available,
81,17.6,8.313843876330612,available,
82,20.800000000000004,8.313843876330612,existing,OP_CAN
83,24.000000000000004,8.313843876330612,available,
84,27.200000000000003,8.313843876330612,existing,AG_LEC
85,30.400000000000002,8.313843876330612,available,
86,33.6,8.313843876330612,available,
87,36.800000000000004,8.313843876330612,available,
88,40.00000000000001,8.313843876330612,available,
89,43.2,8.313843876330612,existing,OP_CAN
90,46.400000000000006,8.313843876330612,available,
91,49.6,8.313843876330612,available,
92,52.800000000000004,8.313843876330612,available,
93,56.00000000000001,8.313843876330612,available,
94,59.2,8.313843876330612,existing,AG_LEC
95,62.400000000000006,8.313843876330612,available,
96,65.6,8.313843876330612,available,
97,68.8,8.313843876330612,available,
98,72.0,8.313843876330612,available,
99,75.2,8.313843876330612,available,
100,78.4,8.313843876330612,available,
101,0.0,11.085125168440815,available,
102,3.2,11.085125168440815,available,
103,6.4,11.085125168440815,available,
104,9.600000000000001,11.085125168440815,available,
105,12.8,11.085125168440815,available,
106,16.0,11.085125168440815,available,
107,19.200000000000003,11.085125168440815,available,
108,22.400000000000002,11.085125168440815,available,
109,25.6,11.085125168440815,available,
110,28.8,11.085125168440815,available,
111,32.0,11.085125168440815,available,
112,35.2,11.085125168440815,available,
113,38.400000000000006,11.085125168440815,available,
114,41.6,11.085125168440815,available,
115,44.800000000000004,11.085125168440815,available,
116,48.0,11.085125168440815,available,
117,51.2,11.085125168440815,available,
