node_id,x,y,status,species_id
1,0.0,0.0,available,
2,3.2,0.0,available,
3,6.4,0.0,available,
4,9.600000000000001,0.0,existing,YU_FIL
5,12.8,0.0,available,
6,16.0,0.0,available,
7,19.200000000000003,0.0,available,
8,22.400000000000002,0.0,available,
9,1.6,2.7712812921102037,available,
10,4.800000000000001,2.7712812921102037,available,
11,8.0,2.7712812921102037,existing,AG_SAL
12,11.200000000000001,2.7712812921102037,existing,AG_SCB
13,14.4,2.7712812921102037,available,
14,17.6,2.7712812921102037,available,
15,20.800000000000004,2.7712812921102037,available,
16,24.000000000000004,2.7712812921102037,available,
17,0.0,5.542562584220407,available,
18,3.2,5.542562584220407,available,
19,6.4,5.542562584220407,available,
20,9.600000000000001,5.542562584220407,available,
21,12.8,5.542562584220407,available,
22,16.0,5.542562584220407,available,
23,19.200000000000003,5.542562584220407,existing,AG_LEC
24,22.400000000000002,5.542562584220407,available,
25,1.6,8.313843876330612,available,
26,4.800000000000001,8.313843876330612,available,
27,8.0,8.313843876330612,available,
28,11.200000000000001,8.313843876330612,available,
29,14.4,8.313843876330612,available,
30,17.6,8.313843876330612,available,
31,20.800000000000004,8.313843876330612,available,
32,24.000000000000004,8.313843876330612,available,
33,0.0,11.085125168440815,available,
34,3.2,11.085125168440815,available,
35,6.4,11.085125168440815,existing,OP_ENG
36,9.600000000000001,11.085125168440815,available,
37,12.8,11.085125168440815,available,
38,16.0,11.085125168440815,available,
39,19.200000000000003,11.085125168440815,existing,PR_LAE
40,22.400000000000002,11.085125168440815,existing,OP_ROB
41,1.6,13.856406460551018,available,
42,4.800000000000001,13.856406460551018,existing,PR_LAE
43,8.0,13.856406460551018,available,
44,11.200000000000001,13.856406460551018,available,
45,14.4,13.856406460551018,available,
46,17.6,13.856406460551018,available,
47,20.800000000000004,13.856406460551018,available,
48,24.000000000000004,13.856406460551018,available,
49,0.0,16.627687752661224,available,
50,3.2,16.627687752661224,available,
51,6.4,16.627687752661224,available,
52,9.600000000000001,16.627687752661224,available,
53,12.8,16.627687752661224,available,
54,16.0,16.627687752661224,available,
55,19.200000000000003,16.627687752661224,available,
56,22.400000000000002,16.627687752661224,available,
57,1.6,19.398969044771427,available,
58,4.800000000000001,19.398969044771427,available,
59,8.0,19.398969044771427,available,
60,11.200000000000001,19.398969044771427,available,
61,14.4,19.398969044771427,available,
62,17.6,19.398969044771427,available,
63,20.800000000000004,19.398969044771427,available,
64,24.000000000000004,19.398969044771427,available,
